ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: _wp_page_template","Meta: woodmart_price_unit_of_measure","Meta: woodmart_total_stock_quantity","Meta: _product_360_image_gallery","Meta: _woodmart_whb_header","Meta: _woodmart_main_layout","Meta: _woodmart_sidebar_width","Meta: _woodmart_custom_sidebar","Meta: _woodmart_new_label","Meta: _woodmart_new_label_date","Meta: _woodmart_swatches_attribute","Meta: _woodmart_related_off","Meta: _woodmart_exclude_show_single_variation","Meta: _woodmart_product_video","Meta: _woodmart_product_hashtag","Meta: _woodmart_single_product_style","Meta: _woodmart_thums_position","Meta: _woodmart_extra_content","Meta: _woodmart_extra_position","Meta: _woodmart_product_design","Meta: _woodmart_product-background","Meta: _woodmart_hide_tabs_titles","Meta: _woodmart_product_custom_tab_title","Meta: _woodmart_product_custom_tab_priority","Meta: _woodmart_product_custom_tab_content_type","Meta: _woodmart_product_custom_tab_content","Meta: _woodmart_product_custom_tab_html_block","Meta: _woodmart_product_custom_tab_title_2","Meta: _woodmart_product_custom_tab_priority_2","Meta: _woodmart_product_custom_tab_content_type_2","Meta: _woodmart_product_custom_tab_content_2","Meta: _woodmart_product_custom_tab_html_block_2","Meta: _woodmart_product_custom_tab_title_3","Meta: _woodmart_product_custom_tab_priority_3","Meta: _woodmart_product_custom_tab_content_type_3","Meta: _woodmart_product_custom_tab_content_3","Meta: _woodmart_product_custom_tab_html_block_3","Meta: _woodmart_product_custom_tab_title_4","Meta: _woodmart_product_custom_tab_priority_4","Meta: _woodmart_product_custom_tab_content_type_4","Meta: _woodmart_product_custom_tab_content_4","Meta: _woodmart_product_custom_tab_html_block_4","Meta: _woodmart_product_custom_tab_title_5","Meta: _woodmart_product_custom_tab_priority_5","Meta: _woodmart_product_custom_tab_content_type_5","Meta: _woodmart_product_custom_tab_content_5","Meta: _woodmart_product_custom_tab_html_block_5","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _active"
1391,simple,4251758427366,,"Kapsule za perilicu posuđa Ultimate Plus Citrus, 82 kom.",1,0,visible,"<p data-start=""0"" data-end=""102""><strong data-start=""0"" data-end=""36"">Finish Ultimate Plus Citrus Caps</strong> za intenzivno čišćenje i sjaj već tijekom prvog ciklusa pranja.</p>\n<p data-start=""104"" data-end=""291"">Naša prva kapsula za perilicu posuđa s <strong data-start=""143"" data-end=""169"">CYCLESYNC tehnologijom</strong> omogućuje oslobađanje pravih sastojaka <strong data-start=""209"" data-end=""230"">u pravom trenutku</strong>, čime se učinkovito uklanjaju i <strong data-start=""263"" data-end=""288"">zapečeni ostaci hrane</strong>.</p>\n<p data-start=""293"" data-end=""404"">S <strong data-start=""295"" data-end=""325"">trostrukom snagom čišćenja</strong> i <strong data-start=""328"" data-end=""357"">snažnim otapanjem masnoće</strong>, kapsule osiguravaju <strong data-start=""379"" data-end=""401"">temeljito čišćenje</strong>.</p>\n<p data-start=""406"" data-end=""505""><strong data-start=""406"" data-end=""455"">Štite i njeguju čaše, posuđe i pribor za jelo</strong>, održavajući njihov <strong data-start=""476"" data-end=""502"">sjaj pri svakom pranju</strong>.</p>\n<p data-start=""507"" data-end=""595"" data-is-last-node="""">Naša formula sadrži <strong data-start=""527"" data-end=""551"">15% manje kemikalija</strong> u usporedbi s <strong data-start=""566"" data-end=""582"">Finish Power</strong> proizvodima.</p>",,,,taxable,,1,,,0,0,1,,,,0,,,"19,99","Kućanstvo, Kućanstvo > Pranje posuđa",,,"http://welmora.ch/wp-content/uploads/Finish-Ultimate-Plus-Citrus.png, http://welmora.ch/wp-content/uploads/Finish-Ultimate-Plus-Citrus-1.png",,,,,,,,,0,Finish,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Finish Powerball Ultimate Plus Citrus kapsule za perilicu posuđa osiguravaju vrhunske rezultate pranja zahvaljujući trostrukoj snazi čišćenja. Učinkovito otapaju masnoću, uklanjaju zapečene ostatke hrane i koriste CYCLESYNC tehnologiju koja oslobađa sastojke u optimalnom trenutku za maksimalno čišćenje. S mirisom citrusa, bez potrebe za prethodnim ispiranjem posuđa.",,"Upute za korištenje",,text,"Kapsule staviti izravno u dozator perilice. Ne ispirati posuđe prije upotrebe. Za optimalne rezultate preporučuje se korištenje Eco programa.",,Upozorenja,,text,"Ne gutati. U slučaju gutanja potražiti liječničku pomoć. Izbjegavati kontakt s očima – u slučaju kontakta isprati vodom. Čuvati izvan dohvata djece.",,"Proizvođač i uvoznik",,text,"Proizvođač: Reckitt Benckiser, Njemačka<br data-start=""924"" data-end=""927"" />Uvoznik: Welmora Gruppe",,,,text,,,,,,
1392,simple,4251758427403,,"All-in-1 tablete za pranje posuđa Ultimate Fresh, 92 kom.",1,0,visible,,,,,taxable,,0,,,0,0,1.2,,,,0,,,"21,99","Kućanstvo, Kućanstvo > Pranje posuđa",,,"http://welmora.ch/wp-content/uploads/Finish-Ultimate-.png, http://welmora.ch/wp-content/uploads/Finish-Ultimate-1.png",,,,,,,,,0,Finish,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Finish Powerball Ultimate All-in-1 tablete za strojno pranje posuđa (92 komada) pružaju dubinsko čišćenje, snažno odmašćivanje i sjaj bez potrebe za pretpranjem. Uklanjaju čak i 48-satne sasušene ostatke hrane zahvaljujući All-in-1 CAPS tehnologiji, s Fresh mirisom i u reciklažnom pakiranju.",,"Upute za korištenje",,text,"Koristiti jednu tabletu po pranju. Ubaciti tabletu u spremnik za deterdžent bez uklanjanja folije jer je vodotopiva. Pretpranje posuđa nije potrebno.",,Upozorenja,,text,"Čuvati izvan dohvata djece. Proizvod sigurno pohraniti i čuvati.",,"Proizvođač i uvoznik",,text,"Proizvođač: Reckitt Benckiser, Njemačka<br data-start=""685"" data-end=""688"" />Uvoznik: Welmora",,,,text,,,,,,
1393,simple,8700216088602,,"Sredstvo za pranje rublja Standard, 5 kg",1,0,visible,"Ariel Standard+ je visokokvalitetni prašak za pranje bijelog i šarenog rublja s novom i poboljšanom formulom za uklanjanje mrlja već pri prvom pranju. Brzo se otapa čak i u hladnoj vodi, sprječavajući nastanak ostataka praška na rublju.",,,,taxable,,0,,,0,0,5,,,,0,,,"28,99","Kućanstvo, Kućanstvo > Pranje rublja",,,"http://welmora.ch/wp-content/uploads/Ariel-Standard-80-pranja.png, http://welmora.ch/wp-content/uploads/Ariel-Standard-80-pranja-1.png, http://welmora.ch/wp-content/uploads/Ariel-Standard-80-pranja-2.png, http://welmora.ch/wp-content/uploads/Ariel-Standard-80-pranja-3.png",,,,,,,,,0,Ariel,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Ariel Standard+ prašak za pranje rublja (80 pranja) s novom poboljšanom formulom učinkovito uklanja mrlje već pri prvom pranju, brzo se otapa i u hladnoj vodi, sprječava ostatke praška na odjeći te pruža blistavu čistoću i učinkovito čišćenje bijelog i šarenog rublja.",,Sastojci,,text,"5–15% anionske površinski aktivne tvari, &lt;5% neionske površinski aktivne tvari, fosfonati, polikarboksilati, enzimi, optička bjelila, mirisi.",,Upozorenja,,text,"Čuvati izvan dohvata djece. Izbjegavati kontakt s očima. U slučaju kontakta s očima, temeljito isprati vodom. Čuvati na suhom i hladnom mjestu.",,"Proizvođač i uvoznik",,text,"Proizvođač: Procter &amp; Gamble, Njemačka<br data-start=""666"" data-end=""669"" />Uvoznik: Welmora",,,,text,,,,,,
1394,simple,8700216088831,,"Sredstvo za pranje rublja Color, 5,2 kg",0,0,visible,"Ariel Color+ je visokokvalitetni prašak za pranje šarenog rublja s poboljšanom formulom za uklanjanje mrlja već pri prvom pranju. Brzo se otapa čak i u hladnoj vodi, ne ostavljajući tragove praška na rublju.",,,,taxable,,0,,,0,0,5.3,,,,0,,,"28,99","Kućanstvo, Kućanstvo > Pranje rublja",,,"http://welmora.ch/wp-content/uploads/Ariel-color-80-pranja.png, http://welmora.ch/wp-content/uploads/Ariel-Color-80-pranja-1.png, http://welmora.ch/wp-content/uploads/Ariel-Color-80-pranja-2.png, http://welmora.ch/wp-content/uploads/Ariel-Color-80-pranja-3.png",,,,,,,,,0,Ariel,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"<p data-start=""0"" data-end=""309"">Ariel Color+ prašak za pranje šarenog rublja (80 pranja) s poboljšanom formulom učinkovito uklanja mrlje već pri prvom pranju, brzo se otapa i ne ostavlja tragove na odjeći, pruža zaštitu boja i djeluje već pri 20°C. Pogodan je za strojno i ručno pranje te dolazi u reciklabilnom pakiranju.</p>
<p data-start=""311"" data-end=""465""></p>",,Sastojci,,text,"5–15% anionske površinski aktivne tvari, &lt;5% neionske površinski aktivne tvari, fosfonati, polikarboksilati, enzimi, optička bjelila, mirisi.",,Upozorenja,,text,"Čuvati izvan dohvata djece. Izbjegavati kontakt s očima. U slučaju kontakta s očima, temeljito isprati vodom. Čuvati na suhom i hladnom mjestu.",,"Proizvođač i uvoznik",,text,"Proizvođač: Procter &amp; Gamble, Njemačka<br data-start=""688"" data-end=""691"" />Uvoznik: Welmora",,,,text,,,,,,
1395,simple,8700216155700,,"Šampon za kosu Classic XXL, 800 ml",1,0,visible,"Head &amp; Shoulders Classic Clean je klinički testiran šampon formulisan za borbu protiv peruti, pružajući temeljno čišćenje kose i vlasišta. Njegova formula sa <strong data-start=""283"" data-end=""298"">2X zaštitom</strong> pomaže u održavanju zdravog mikrobioma vlasišta, uklanja perut i sprečava njeno ponovno pojavljivanje. Pogodan je za svakodnevnu upotrebu.",,,,taxable,,1,,,0,0,0.85,,,,0,,"9,99","12,98","Njega i higijena, Njega i higijena > Njega kose, Njega i higijena > Njega tijela",,,"http://welmora.ch/wp-content/uploads/schauma-6.png, http://welmora.ch/wp-content/uploads/schauma-7.png",,,,,,,,,0,Head&amp;Shoulders,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Šampon protiv peruti (800 ml) s klinički dokazanom formulom koja učinkovito uklanja perut i štiti vlasište do 100% pri redovnoj upotrebi. Održava mikrobiom u ravnoteži, njeguje kosu i ostavlja ju čistom i osvježenom. Pogodan je za svakodnevnu uporabu, a bočica je izrađena od 100% reciklirane plastike.",,Sastojci,,text,"Aqua, Sodium Laureth Sulfate, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Sodium Citrate, Parfum, Citric Acid, Cocamide MEA, Guar Hydroxypropyltrimonium Chloride, Dimethiconol, Dimethicone, Piroctone Olamine, Sodium Chloride, Sodium Benzoate, Benzyl Alcohol, Hydrochloric Acid, Panthenol, Niacinamide, Propylene Glycol.",,Upozorenja,,text,"Izbjegavati kontakt s očima. U slučaju dodira, odmah isprati s puno vode.",,"Proizvođač i uvoznik",,text,"Proizvođač: Procter &amp; Gamble, 65823 Schwalbach/Ts., Njemačka<br data-start=""834"" data-end=""837"" />Uvoznik: Welmora",,,,text,,,,,,
1396,simple,7622300291785,,"Čokolada - okus jagode, 100 g",1,0,visible,"Mliječna čokolada s okusom jagode (100g). Savršena kombinacija nježne Milka čokolade i slatkog okusa jagoda stvara jedinstveni doživljaj. Svaka kockica donosi osvježavajući voćni okus u kombinaciji s kremastom teksturom alpine mliječne čokolade.",,,,taxable,,1,,,0,0,0.1,,,,0,,,"2,45","Prehrana, Prehrana > Slatkiši i grickalice",,,"http://welmora.ch/wp-content/uploads/IRRu4UR4NRf0.webp, http://welmora.ch/wp-content/uploads/Milka-Jagoda-100-g-2.png",,,,,,,,,0,Milka,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Mliječna čokolada s okusom jagode (100g) spaja nježnu Milka čokoladu s voćnim tonovima jagode, pružajući kremastu teksturu i osvježavajući doživljaj okusa. Izrađena je prema originalnoj Milka recepturi s alpskim mlijekom.",,"Hranjive vrijednosti",,text,"Energetska vrijednost 2185 kJ / 523 kcal, masti 29 g (od toga zasićene masne kiseline 17 g), ugljikohidrati 58 g (od toga šećeri 55 g), proteini 6,2 g, sol 0,35 g.",,Alergeni,,text,"Sadrži mlijeko i soju. Može sadržavati tragove orašastih plodova.",,"Proizvođač i uvoznik",,text,"Proizvođač: Milka, Njemačka<br data-start=""559"" data-end=""562"" />Uvoznik: Welmora",,,,text,,,,,,
1397,simple,7622400883033,,"Čokolada - Luflee s mjehurićima, 100 g",1,0,visible,"Mliječna čokolada s zračnim mjehurićima (100g). Jedinstvena Milka Luflée čokolada donosi poseban doživljaj zahvaljujući svojoj prozračnoj teksturi. Nježna alpska mliječna čokolada ispunjena je sitnim zračnim mjehurićima koji stvaraju neodoljivo laganu i prozračnu teksturu koja se topi u ustima.",,,,taxable,,backorder,,,0,0,0.1,,,,0,,,"2,45","Prehrana, Prehrana > Slatkiši i grickalice",,,http://welmora.ch/wp-content/uploads/Milka-Luflee-100-g.png,,,,,,,,,0,Milka,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Mliječna čokolada s zračnim mjehurićima (100g) iz linije Milka Luflée donosi laganu i prozračnu teksturu s nježnom alpskom mliječnom čokoladom koja se topi u ustima zahvaljujući sitnim zračnim mjehurićima. Savršena za jedinstveni osjetilni doživljaj.",,"Hranjive vrijednosti",,text,"Energetska vrijednost 2198 kJ / 526 kcal, masti 30 g (od toga zasićene masne kiseline 18 g), ugljikohidrati 57 g (od toga šećeri 55 g), proteini 6,4 g, sol 0,31 g.",,Alergeni,,text,"Sadrži mlijeko i soju. Može sadržavati tragove orašastih plodova.",,"Proizvođač i uvoznik",,text,"Proizvođač: Milka, Njemačka<br data-start=""588"" data-end=""591"" />Uvoznik: Welmora",,,,text,,,,,,
1398,simple,7622210653215,,"Čokolada - Strawberry Cheesecake, 300 g",1,0,visible,"Mliječna čokolada MMMAX s punjenjem od sira i jagoda (300g). Nova MMMAX receptura donosi još više kremastog punjenja s okusom cheesecakea i osvježavajućim slojem jagode. Jedinstvena kombinacija nježne Milka čokolade, kremastog punjenja inspiriranog cheesecakeom i voćnog okusa jagoda stvara neodoljiv desert u svakoj kockici.",,,,taxable,,1,,,0,0,0.3,,,,0,,,"5,75","Prehrana, Prehrana > Slatkiši i grickalice",,,"http://welmora.ch/wp-content/uploads/Milka-Milka-Strawberry-Cheesecake-.png, http://welmora.ch/wp-content/uploads/Milka-Milka-Strawberry-Cheesecake-2-.png",,,,,,,,,0,Milka,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Mliječna čokolada MMMAX s punjenjem od sira i jagoda (300g) spaja bogatu Milka čokoladu s kremastim punjenjem okusa cheesecakea i osvježavajućim slojem jagode. Nova MMMAX receptura donosi još intenzivniji desertni doživljaj u svakoj kockici.",,"Hranjive vrijednosti",,text,"Energetska vrijednost 2290 kJ / 548 kcal, masti 32 g (od toga zasićene masne kiseline 20 g), ugljikohidrati 58 g (od toga šećeri 54 g), proteini 6,8 g, sol 0,42 g.",,Alergeni,,text,"Sadrži mlijeko, soju i pšenicu. Može sadržavati tragove orašastih plodova.",,"Proizvođač i uvoznik",,text,"Proizvođač: Milka, Njemačka<br data-start=""588"" data-end=""591"" />Uvoznik: Welmora",,,,text,,,,,,
1399,simple,4025700001450,,"Čokolada - Jogurt punjenje, 100 g",1,0,visible,"Mliječna čokolada s jogurt punjenjem (100g). Jedinstvena kombinacija nježne Milka čokolade i kremastog jogurt punjenja stvara osvježavajući doživljaj okusa. Savršena ravnoteža između slatkoće čokolade i osvježavajućeg okusa jogurta pruža poseban užitak u svakom zalogaju.",,,,taxable,,1,,,0,0,0.1,,,,0,,,"2,45","Prehrana, Prehrana > Slatkiši i grickalice",,,http://welmora.ch/wp-content/uploads/Milka-Jogurt-100-g.png,,,,,,,,,0,Milka,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Mliječna čokolada s jogurt punjenjem (100g) donosi savršenu ravnotežu između nježne Milka čokolade i kremastog jogurt punjenja (5%), stvarajući osvježavajući i lagano voćni doživljaj okusa u svakom zalogaju.",,"Hranjive vrijednosti",,text,"Energetska vrijednost 2245 kJ / 537 kcal, masti 31 g (od toga zasićene masne kiseline 19 g), ugljikohidrati 57 g (od toga šećeri 54 g), proteini 7,0 g, sol 0,35 g.",,Alergeni,,text,"Sadrži mlijeko i soju. Može sadržavati tragove orašastih plodova.",,"Proizvođač i uvoznik",,text,"Proizvođač: Milka, Njemačka<br data-start=""548"" data-end=""551"" />Uvoznik: Welmora",,,,text,,,,,,
1400,simple,7622400904608,,"Čokolada - Crispy Jogurt, 300 g",1,0,visible,"Mliječna čokolada MMMAX s jogurt punjenjem i hrskavim kukuruznim pahuljicama (300g). Nova MMMAX receptura donosi još više punjenja i hrskavosti. Jedinstvena kombinacija nježne Milka čokolade, kremastog jogurt punjenja i hrskavog kukuruznog hrusta stvara savršenu ravnotežu okusa i tekstura.",,,,taxable,,1,,,0,0,0.3,,,,0,,,"5,55","Prehrana, Prehrana > Slatkiši i grickalice",,,"http://welmora.ch/wp-content/uploads/Milka-Crispy-Jogurt.png, http://welmora.ch/wp-content/uploads/Milka-Crispy-Jogurt-2.jpeg",,,,,,,,,0,Milka,default,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,"Opis proizvoda",,text,"Mliječna čokolada MMMAX s jogurt punjenjem i hrskavim kukuruznim pahuljicama (300g) spaja bogatu Milka čokoladu s kremastim jogurt punjenjem (4%) i hrskavim kukuruznim pahuljicama (3%), stvarajući savršen balans okusa i tekstura u svakoj kockici, prema novoj MMMAX recepturi.",,"Hranjive vrijednosti",,text,"Energetska vrijednost 2275 kJ / 545 kcal, masti 32 g (od toga zasićene masne kiseline 19 g), ugljikohidrati 56 g (od toga šećeri 53 g), proteini 7,2 g, sol 0,38 g.",,Alergeni,,text,"Sadrži mlijeko, soju i gluten (kukuruz). Može sadržavati tragove orašastih plodova.",,"Proizvođač i uvoznik",,text,"Proizvođač: Milka, Njemačka<br data-start=""631"" data-end=""634"" />Uvoznik: Welmora",,,,text,,,,,,
